filename,label,R,G,B,L,A,B_lab,status
white (41).jpg,White,148.0,159.0,186.0,167.0,130.0,113.0,ok
white (42).jpg,White,188.0,200.0,235.0,206.0,131.0,109.0,ok
white (43).jpg,White,178.0,189.0,214.0,195.0,129.0,114.0,ok
white (44).jpg,White,146.0,187.0,240.0,191.0,127.0,97.0,ok
white (45).jpg,White,189.0,203.0,236.0,208.0,130.0,110.0,ok
white (46).jpg,White,145.0,169.0,223.0,177.0,133.0,98.0,ok
white (47).jpg,White,154.0,171.0,225.0,180.0,135.0,99.0,ok
white (48).jpg,White,173.0,187.0,212.0,193.0,128.0,114.0,ok
white (49).jpg,White,169.0,178.0,207.0,186.0,131.0,112.0,ok
white (5).jpg,White,171.0,193.0,237.0,199.0,130.0,104.0,ok
white (50).jpg,White,149.0,164.0,222.0,174.0,136.0,97.0,ok
white (51).jpg,White,153.0,171.0,212.0,179.0,131.0,105.0,ok
white (52).jpg,White,183.0,196.0,231.0,202.0,131.0,109.0,ok
white (53).jpg,White,171.0,182.0,221.0,190.0,133.0,107.0,ok
white (54).jpg,White,171.0,198.0,233.0,202.0,127.0,108.0,ok
white (55).jpg,White,152.0,180.0,214.0,185.0,126.0,108.0,ok
white (56).jpg,White,108.0,115.0,153.0,126.0,135.0,107.0,ok
white (57).jpg,White,169.0,172.0,213.0,182.0,136.0,107.0,ok
white (58).jpg,White,145.0,170.0,222.0,177.0,132.0,99.0,ok
white (59).jpg,White,175.0,199.0,239.0,203.0,129.0,106.0,ok
white (6).jpg,White,,,,,,,no_skin_pixels
white (60).jpg,White,167.0,181.0,208.0,187.0,129.0,113.0,ok
white (61).jpg,White,167.0,195.0,227.0,198.0,126.0,109.0,ok
white (62).jpg,White,171.0,183.0,212.0,190.0,130.0,112.0,ok
white (63).jpg,White,176.0,183.0,217.0,191.0,133.0,110.0,ok
white (64).jpg,White,163.0,187.0,212.0,191.0,125.0,113.0,ok
white (65).jpg,White,151.0,193.0,223.0,194.0,121.0,109.0,ok
white (66).jpg,White,183.0,200.0,239.0,205.0,131.0,107.0,ok
white (67).jpg,White,144.0,170.0,221.0,177.0,131.0,99.0,ok
white (68).jpg,White,61.0,84.0,104.0,88.0,125.0,114.0,ok
white (69).jpg,White,170.0,189.0,230.0,195.0,131.0,105.0,ok
white (7).jpg,White,149.0,182.0,229.0,187.0,128.0,101.0,ok
white (70).jpg,White,172.0,194.0,236.0,199.0,130.0,105.0,ok
white (71).jpg,White,166.0,187.0,236.0,194.0,132.0,101.0,ok
white (72).jpg,White,177.0,186.0,216.0,193.0,131.0,112.0,ok
white (73).jpg,White,153.0,183.0,236.0,189.0,130.0,98.0,ok
white (74).jpg,White,188.0,200.0,235.0,206.0,131.0,109.0,ok
white (75).jpg,White,121.0,155.0,217.0,163.0,132.0,93.0,ok
white (76).jpg,White,169.0,184.0,221.0,191.0,131.0,108.0,ok
white (77).jpg,White,81.0,114.0,155.0,120.0,128.0,102.0,ok
white (78).jpg,White,143.0,169.0,224.0,177.0,132.0,97.0,ok
white (79).jpg,White,152.0,177.0,219.0,183.0,129.0,104.0,ok
white (8).jpg,White,181.0,190.0,226.0,197.0,133.0,109.0,ok
white (80).jpg,White,159.0,177.0,203.0,183.0,127.0,113.0,ok
white (81).jpg,White,156.0,184.0,225.0,189.0,128.0,104.0,ok
white (82).jpg,White,180.0,189.0,229.0,197.0,133.0,107.0,ok
white (83).jpg,White,167.0,179.0,224.0,187.0,134.0,104.0,ok
white (84).jpg,White,178.0,200.0,223.0,203.0,125.0,114.0,ok
white (85).jpg,White,169.0,196.0,237.0,200.0,128.0,105.0,ok
white (86).jpg,White,130.0,164.0,231.0,172.0,134.0,91.0,ok
white (87).jpg,White,152.0,204.0,243.0,204.0,121.0,103.0,ok
white (88).jpg,White,163.0,177.0,221.0,185.0,133.0,104.0,ok
white (89).jpg,White,157.0,183.0,227.0,189.0,129.0,103.0,ok
white (9).jpg,White,155.0,163.0,198.0,172.0,133.0,109.0,ok
white (90).jpg,White,176.0,208.0,244.0,210.0,125.0,107.0,ok
white (91).jpg,White,162.0,175.0,195.0,181.0,128.0,116.0,ok
white (92).jpg,White,149.0,168.0,207.0,175.0,130.0,106.0,ok
white (93).jpg,White,156.0,178.0,208.0,183.0,127.0,110.0,ok
white (94).jpg,White,178.0,209.0,236.0,210.0,124.0,111.0,ok
white (95).jpg,White,165.0,172.0,204.0,181.0,132.0,111.0,ok
white (96).jpg,White,153.0,163.0,203.0,172.0,133.0,106.0,ok
white (97).jpg,White,142.0,151.0,180.0,160.0,131.0,112.0,ok
white (98).jpg,White,157.0,177.0,226.0,185.0,132.0,101.0,ok
white (99).jpg,White,168.0,187.0,228.0,193.0,131.0,105.0,ok
